

29590,'2025-07-10 00:00:00','2025-07-10 00:05:00',5,'B','1','KWH','A',NULL,NULL,'T',0.000
29590,'2025-07-10 00:00:00','2025-07-10 00:05:00',5,'E','1','KWH','A',NULL,NULL,'T',0.740
29590,'2025-07-10 00:00:00','2025-07-10 00:05:00',5,'K','1','KVARH','A',NULL,NULL,'T',0.320
29590,'2025-07-10 00:00:00','2025-07-10 00:05:00',5,'Q','1','KVARH','A',NULL,NULL,'T',0.000
29590,'2025-07-10 00:05:00','2025-07-10 00:10:00',5,'B','1','KWH','A',NULL,NULL,'T',0.000
29590,'2025-07-10 00:05:00','2025-07-10 00:10:00',5,'E','1','KWH','A',NULL,NULL,'T',0.720
29590,'2025-07-10 00:05:00','2025-07-10 00:10:00',5,'K','1','KVARH','A',NULL,NULL,'T',0.340
29590,'2025-07-10 00:05:00','2025-07-10 00:10:00',5,'Q','1','KVARH','A',NULL,NULL,'T',0.000
29590,'2025-07-10 00:10:00','2025-07-10 00:15:00',5,'B','1','KWH','A',NULL,NULL,'T',0.000
29590,'2025-07-10 00:10:00','2025-07-10 00:15:00',5,'E','1','KWH','A',NULL,NULL,'T',0.700
29590,'2025-07-10 00:10:00','2025-07-10 00:15:00',5,'K','1','KVARH','A',NULL,NULL,'T',0.390
29590,'2025-07-10 00:10:00','2025-07-10 00:15:00',5,'Q','1','KVARH','A',NULL,NULL,'T',0.000
